resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Cumbo Department of Cultural Affairs,,136400434,-5000,DCLA,126,003,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Cumbo viBe Theater Experience, Inc.",Pre-Professional Programming,200482372,5000,DCLA,126,003,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Powers Department of Parks and Recreation,Family Fun Day - Council District 4,136400434,-5000,DPR,846,006,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Powers AIDS Service Center of Lower Manhattan, Inc.",Council District 4,133562071,5000,DHMH,816,112,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Kallos East 69th Street Association,,260555623,-5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Kallos East 72nd Street Neighborhood Association, Inc.",,811515947,5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Miller RPGA Studio, Inc.",,472589237,-20000,DCLA,126,003,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Miller Jamaica Center for Arts and Learning, Inc.",,136400434,20000,DCLA,126,022,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Levin Myrtle Avenue Brooklyn DMA, Inc.",Brooklyn Book Bodega,202659913,-5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Levin Brooklyn Book Bodega, Inc.",,833811732,5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Borelli Tottenville Historical Society,Community Building - Council District 51,841678085,-10000,DPR,846,006,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Borelli Working in Support of Education, Inc.",,134024627,7500,DYCD,260,312,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Borelli American-Italian Cancer Foundation,,133035711,2500,DHMH,816,117,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Brannan NIA Community Services Network, Inc.",Council District 43,112697931,-5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Brannan Bay Ridge Saint Patrick's Parade, Inc.",,113256152,5000,DYCD,260,005,,
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Perkins Greater Hood Community Development Corporation,,853545377,-10000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Perkins New York City Housing Authority,Harlem River Houses - Family Day,136400434,3500,HPD,806,012,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Perkins Publicolor, Inc.",Paint Club PS 241 & Next steps Program,133912768,6500,DYCD,260,312,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Rivera Manhattan Community Board #3,,136400434,-5000,MNCB,343,002,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Rivera More Gardens! Fund,Council District 2,522415900,4500,DYCD,260,312,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Rivera New York City Housing Authority,Vladeck Houses Resident Association,136400434,500,HPD,806,012,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Perkins New York City Housing Authority,Saint Nicholas,136400434,-3500,HPD,806,012,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Perkins Department of Youth and Community Development,,136400434,3500,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Ayala Manhattan Community Board #11,,136400434,-5000,MNCB,351,002,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,"Ayala Literacy (LINC), Inc.",,133911331,5000,DYCD,260,312,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Association of Community Employment Programs for the Homeless, Inc.",Holden Environmental Initiatives,133846431,-60000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden Bobbi and the Strays, Inc.","Medical, Rescue & Veterinary Assistance",113444285,-7000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden Civics United for Railroad Environmental Solutions, Inc.",,455049995,-10000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Holden Greater Ridgewood Restoration Corporation,,112382250,-15000,SBS,801,002,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden Greater Ridgewood Youth Council, Inc., The",,112518141,-20000,DYCD,260,312,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Holden Myrtle Avenue District Management Association,,112912570,-10000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden New York Irish Center, Inc.",,550869151,-3000,DFTA,125,003,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden Outstanding Renewal Enterprises, Inc.",,133320984,-15000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,"Holden Selfhelp Community Services, Inc.",,131624178,-45000,DFTA,125,003,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Holden Wildcat Service Corporation,Council District 30,132725423,-63000,DYCD,260,005,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,rescind,,,Holden Wildcat Service Corporation,,132725423,-25000,DFTA,125,003,,**
1,2021-07-29,Local Initiatives - Fiscal 2022,2022,designate,,,Holden Department of Sanitation,Council District 30,136400434,239000,DSNY,827,109,,**
