resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2010-07-29,LocalInitiatives,,rescind,,,FiscalConduit/Sponsoring FiscalConduit Organization EIN Member Organization EINNumber Agency Amount Agy# U/A * Ignizio BoroughPresident-StatenIsland,,136400434,-20000,SIBP,,,.00) 014 001,
1,2010-07-29,LocalInitiatives,,designate,,,Ignizio BoroughPresident-StatenIsland,,136400434,20000,SIBP,,,.00 014 002,
1,2010-07-29,LocalInitiatives,,designate,,,Quinn HudsonGuild,,135562989,3000,DYCD,,,.00 260 005,
1,2010-07-29,LocalInitiatives,,rescind,,,Lander TzivosGaonYakov,,202541337,-3500,DYCD,,,.00) 260 312,**
1,2010-07-29,LocalInitiatives,,designate,,,Lander PublicSchool230K-DorisCohenSchool,,136400434,3500,DOE,,,.00 040 402,**
1,2010-07-29,LocalInitiatives,,rescind,,,"White,Jr WildcatServiceCorporation",,132725423,-50000,DSS,,,.00) 069 105 *,**
1,2010-07-29,LocalInitiatives,,designate,,,"White,Jr YorkCollegePerformingArtsCenter",,112982841,50000,CUNY,,,.00 042 001,**
1,2010-07-29,LocalInitiatives,,rescind,,,Mealy MarcusGarveyParkHousesTenantAssociation,,200639313,-2000,MISC,,,.00) 098 002,**
1,2010-07-29,LocalInitiatives,,designate,,,ResearchFoundationoftheCityUniversityofNewYork- Mealy OasisBeaconCenter,,131988190,2000,CUNY,,,.00 042 001,**
1,2010-07-29,LocalInitiatives,,rescind,,,"Koslowitz MusicOutreach-LearningThroughMusic,Inc.",,136219997,-3500,DCA,,,.00) 126 003 *,
1,2010-07-29,LocalInitiatives,,designate,,,"Koslowitz QueensTheatreinthePark,Inc.",,113381629,3500,DCA,,,.00 126 022 *,
1,2010-07-29,LocalInitiatives,,rescind,,,"Oddo American-ItalianCoalitionofOrganizations,Inc.(AMICO)",,112649513,-3500,DFTA,,,.00) 125 003 *,
1,2010-07-29,LocalInitiatives,,rescind,,,"Recchia American-ItalianCoalitionofOrganizations,Inc.(AMICO)",,112649513,-20000,DFTA,,,.00) 125 003 *,
1,2010-07-29,LocalInitiatives,,designate,,,"Oddo American-ItalianCoalitionofOrganizations,Inc.(AMICO)",,112488439,3500,DFTA,,,.00 125 003 *,
1,2010-07-29,LocalInitiatives,,designate,,,"Recchia American-ItalianCoalitionofOrganizations,Inc.(AMICO)",,112488439,20000,DFTA,,,.00 125 003 *,
1,2010-07-29,LocalInitiatives,,rescind,,,"CommunitiesofMaspethandElmhurstTogether,Inc. VanBramer (COMET)",,113190583,-5000,DYCD,,,.00) 260 005,
1,2010-07-29,LocalInitiatives,,designate,,,"CommunitiesofMaspethandElmhurstTogether,Inc. VanBramer (COMET)",,113190583,5000,DYCD,,,".00 260 005 MaspethTownHall,Inc. 23-7259702 *",
1,2010-07-29,LocalInitiatives,,rescind,,,"ManhattanDel. PrimaryStagesCompany,Inc.",,133258765,-3500,DYCD,,,.00) 260 312,**
1,2010-07-29,LocalInitiatives,,designate,,,"ManhattanDel. PrimaryStagesCompany,Inc.",,133258765,3500,DCA,,,.00 126 003 *,**
1,2010-07-29,LocalInitiatives,,rescind,,,"Viverito FriendsofPublicSchool163,Inc.",,201670261,-7500,DYCD,,,.00) 260 312,**
1,2010-07-29,LocalInitiatives,,designate,,,"Viverito FriendsofPublicSchool163,Inc.",,201670261,7500,DCA,,,.00 126 003,**
1,2010-07-29,LocalInitiatives,,rescind,,,"Gonzalez Community-WordProject,Inc.",,134114145,-3500,DYCD,,,.00) 260 312 *,**
1,2010-07-29,LocalInitiatives,,designate,,,"Gonzalez Community-WordProject,Inc.",,134114145,3500,DCA,,,.00 126 003 *,**
1,2010-07-29,LocalInitiatives,,rescind,,,"Gonzalez FriendsofFirefighters,Inc.",,010611469,-4000,FDNY,,,.00) 057 005 *,**
1,2010-07-29,LocalInitiatives,,designate,,,"Gonzalez FriendsofFirefighters,Inc.",,010611469,4000,DOHMH,,,.00 816 120 *,**
1,2010-07-29,LocalInitiatives,,rescind,,,"Jackson RussianAmericanCulturalHeritageCenter,Inc.,The",,020712132,-3500,DCA,,,.00) 126 003,**
1,2010-07-29,LocalInitiatives,,designate,,,"Jackson RussianAmericanCulturalHeritageCenter,Inc.,The",,020712132,3500,DYCD,,,.00 260 312,**
